county_fips,PCT_poverty_rate_2015,PCT_poverty_rate_2015_children
26047,11.0,15.7
26049,20.5,30.2
26051,19.8,32.2
26053,18.6,27.5
26055,8.5,12.3
26057,16.5,20.6
26059,16.6,24.6
26061,17.4,18.4
26063,11.7,18.9
26065,21.0,24.1
26067,14.2,17.7
26069,16.1,32.3
26071,14.6,25.5
26073,26.1,20.0
26075,16.2,25.2
26077,16.0,19.0
26079,16.5,27.5
26081,14.5,19.1
26083,13.4,21.4
26085,24.8,45.2
26087,10.0,14.7
26089,7.9,13.4
26091,14.3,20.9
26093,6.5,7.8
26095,19.6,29.7
26097,16.1,26.1
26099,11.7,16.8
26101,15.0,25.8
26103,15.0,17.9
26105,16.8,26.9
26107,21.3,29.6
26109,16.9,26.8
26111,11.5,15.0
26113,17.5,26.2
26115,10.6,14.6
26117,17.9,26.9
26119,18.2,33.9
26121,16.1,23.4
26123,16.3,23.1
26125,9.3,11.7
26127,17.2,28.9
26129,19.4,34.2
26131,14.6,30.3
26133,18.7,29.9
26135,20.5,32.8
26137,12.1,19.2
26139,8.6,9.2
26141,13.6,25.0
26143,19.2,40.3
26145,18.6,27.7
26147,12.8,18.9
26149,14.7,22.3
26151,16.7,24.8
26153,15.9,24.8
26155,12.4,19.6
26157,15.5,25.1
26159,15.7,22.8
26161,14.2,13.4
26163,24.8,37.0
26165,14.8,25.2
27001,14.2,22.4
27003,7.1,9.2
27005,11.3,16.5
27007,16.2,23.5
27009,11.4,13.5
27011,11.5,15.9
27013,17.2,14.0
27015,8.3,10.6
27017,10.8,12.2
27019,4.5,4.7
27021,15.0,26.0
27023,11.1,15.3
27025,6.3,7.9
27027,12.1,12.5
27029,14.6,23.3
27031,11.1,17.8
27033,13.7,19.1
27035,10.4,14.9
27037,7.1,9.1
27039,6.9,8.6
27041,8.8,11.4
27043,11.3,18.1
27045,10.8,17.1
27047,13.4,19.7
27049,8.9,10.8
27051,10.6,15.1
27053,10.9,13.9
27055,8.2,10.2
27057,10.6,18.3
27059,7.7,10.1
27061,12.7,17.7
27063,9.2,13.0
27065,11.7,18.2
27067,10.9,16.8
27069,10.2,14.1
27071,14.3,22.0
27073,8.4,13.5
27075,9.8,14.6
27077,11.7,16.2
27079,8.5,10.9
27081,9.3,13.1
27083,12.2,16.7
27085,8.6,11.0
27087,21.5,34.3
27089,8.3,11.6
27091,13.6,19.5
27093,7.9,10.5
27095,12.4,18.5
27097,10.9,15.0
27099,10.8,16.1
27101,9.0,12.7
27103,10.7,11.6
27105,12.9,17.2
27107,11.7,17.6
27109,8.9,11.1
27111,9.7,14.1
27113,10.4,12.0
27115,13.9,18.6
27117,11.0,15.7
27119,11.8,16.2
27121,8.4,13.0
27123,15.1,22.5
27125,9.7,12.0
27127,11.0,15.4
27129,9.5,15.2
27131,9.2,11.2
27133,9.7,12.6
27135,9.4,12.0
27137,13.4,15.2
27139,5.1,6.0
27141,7.5,8.1
27143,8.9,12.3
27145,13.5,14.3
27147,9.4,13.2
27149,10.9,8.6
27151,11.9,15.2
27153,12.8,19.3
27155,14.4,22.7
27157,6.9,9.7
27159,15.0,19.6
27161,9.9,13.6
27163,5.1,6.0
27165,11.3,16.7
27167,9.8,13.2
27169,12.7,12.7
27171,5.1,6.1
27173,12.5,15.0
28001,29.6,43.8
28003,19.6,29.5
28005,22.2,33.7
28007,22.9,34.1
28009,25.3,38.3
28011,36.1,47.8
28013,23.0,33.7
28015,19.0,27.1
28017,26.6,38.8
28019,24.5,36.7
28021,46.3,54.0
28023,21.8,33.4
28025,27.6,42.1
28027,35.0,49.3
28029,26.1,39.1
28031,22.4,35.0
28033,10.0,13.0
28035,26.6,32.2
28037,20.6,30.8
28039,17.1,24.6
28041,22.6,26.4
28043,21.3,32.4
28045,20.8,30.1
28047,22.0,33.6
28049,27.1,38.7
28051,43.3,53.6
28053,41.5,60.2
28055,40.4,46.0
28057,18.1,25.4
28059,16.1,23.0
28061,22.8,31.8
28063,39.3,44.6
28065,30.5,44.2
28067,23.2,32.3
28069,31.9,43.1
28071,21.0,20.2
28073,16.4,21.3
28075,22.0,33.2
28077,20.9,31.8
28079,24.3,38.9
28081,17.4,25.2
28083,42.3,55.3
28085,20.0,27.8
28087,23.5,36.3
28089,12.7,18.5
28091,24.2,36.5
28093,23.3,37.3
28095,20.7,30.6
28097,25.8,38.3
28099,25.5,34.7
28101,22.7,31.4
28103,34.3,46.9
28105,27.1,30.8
28107,24.8,38.5
28109,21.0,30.6
28111,21.0,32.8
28113,30.1,43.1
28115,15.6,25.6
28117,19.5,28.2
28119,38.2,56.8
28121,9.7,14.2
28123,21.7,31.5
28125,34.3,53.7
28127,24.5,35.3
28129,19.5,27.1
28131,20.5,30.0
28133,39.3,50.6
28135,32.9,45.2
28137,19.2,29.1
28139,18.2,27.2
28141,17.1,24.9
28143,28.9,46.2
28145,17.0,25.1
28147,27.6,42.1
28149,21.6,32.8
28151,36.2,51.4
28153,24.5,35.8
28155,20.5,30.2
28157,34.5,42.4
28159,26.6,38.9
28161,22.4,33.4
28163,34.2,43.4
29001,21.9,23.3
29003,9.5,12.9
29005,13.0,17.3
29007,18.7,26.9
29009,20.7,29.7
29011,18.0,26.9
29013,14.1,22.5
29015,18.7,31.8
29017,18.3,27.0
29019,17.7,14.6
29021,17.3,23.7
29023,23.4,36.7
29025,12.7,19.7
29027,13.9,21.2
29029,14.9,26.1
29031,16.4,19.4
29033,15.7,22.7
29035,21.4,36.3
29037,9.2,12.3
29039,19.9,33.7
29041,13.3,18.8
29043,10.4,14.3
29045,14.7,22.5
29047,7.8,9.7
29049,10.4,15.1
29051,11.9,16.2
29053,14.4,19.9
29055,19.4,28.6
29057,17.5,27.6
29059,18.1,29.4
29061,15.3,27.6
29063,20.0,18.5
29065,21.5,31.0
29067,23.1,35.5
29069,27.6,39.0
29071,11.4,16.3
29073,12.1,19.2
29075,14.9,21.4
29077,17.7,21.4
29079,19.1,27.8
29081,18.0,26.9
29083,18.8,26.7
29085,23.8,39.3
29087,13.7,20.3
29089,15.9,20.9
29091,19.9,30.0
29093,22.9,34.4
29095,17.6,25.0
29097,16.0,22.6
29099,10.5,13.6
29101,16.3,17.2
29103,18.7,30.4
29105,17.4,25.9
29107,12.2,18.0
29109,18.3,27.3
29111,16.3,24.7
29113,11.3,15.4
29115,17.4,26.6
29117,18.8,26.2
29119,20.1,31.0
29121,14.6,23.2
29123,19.3,29.6
29125,15.4,24.4
29127,17.7,23.4
29129,14.2,21.9
29131,18.7,27.3
29133,26.6,38.0
29135,14.7,20.4
29137,14.0,22.8
29139,17.0,26.2
29141,23.1,33.1
29143,23.9,36.9
29145,14.5,20.7
29147,22.9,16.8
29149,24.7,39.8
29151,9.6,11.4
29153,27.7,41.3
29155,28.0,41.3
29157,11.1,15.7
29159,15.1,22.5
29161,19.1,25.1
29163,18.2,25.6
29165,7.6,9.5
29167,17.5,26.0
29169,16.2,17.5
29171,18.0,27.8
29173,11.5,16.1
29175,20.0,26.5
29177,11.1,16.1
29179,21.5,34.3
29181,25.4,39.3
29183,6.3,7.8
29185,22.6,36.2
29186,10.9,16.6
29187,18.2,25.4
29189,10.3,14.0
29195,16.5,22.4
29197,18.3,31.6
29199,15.8,25.0
29201,18.1,25.8
29203,23.9,42.6
29205,16.8,24.4
29207,19.0,26.4
29209,14.8,25.8
29211,17.4,23.2
29213,16.0,25.0
29215,23.3,33.4
29217,18.5,28.1
29219,12.3,18.8
29221,20.7,32.6
29223,24.3,37.7
29225,19.2,30.1
29227,15.9,25.3
29229,24.1,37.5
29510,25.5,39.3
30001,17.0,20.7
30003,31.0,39.5
30005,29.6,40.4
30007,10.8,15.8
30009,11.7,15.0
30011,13.9,23.1
30013,14.4,19.2
30015,17.6,22.9
30017,12.2,16.2
30019,10.2,9.6
30021,11.0,12.4
30023,18.1,23.2
30025,7.7,9.9
30027,13.6,18.0
30029,14.0,18.8
30031,10.9,9.9
30033,14.2,18.5
30035,28.1,37.5
30037,20.2,31.3
30039,14.1,24.0
30041,21.2,24.8
30043,9.8,13.1
30045,13.8,14.2
30047,20.8,29.2
30049,12.2,15.1
30051,17.0,20.8
30053,20.3,32.2
30055,13.9,16.6
30057,11.4,17.1
30059,17.3,31.8
30061,16.4,26.6
30063,15.8,16.8
30065,17.7,27.7
30067,12.7,16.9
30069,15.4,23.3
30071,16.4,21.4
30073,20.1,29.3
30075,10.7,14.3
30077,18.1,20.1
30079,12.5,18.8
30081,14.9,22.9
30083,7.0,10.2
30085,24.3,32.7
30087,18.8,25.0
30089,18.7,28.3
30091,9.4,10.3
30093,16.7,21.9
30095,9.1,10.3
30097,10.7,14.2
30099,12.4,19.9
30101,17.0,19.6
30103,11.8,19.7
30105,12.1,17.1
30107,20.1,33.3
30109,10.1,14.0
30111,10.4,14.1
31001,12.7,16.3
31003,12.2,16.7
31005,13.2,18.0
31007,11.9,21.1
31009,16.6,27.3
31011,9.2,12.7
31013,11.6,15.7
31015,12.2,19.8
31017,12.6,19.5
31019,13.0,12.0
31021,11.6,16.6
31023,8.1,10.4
31025,7.1,9.8
31027,9.4,12.4
31029,8.2,11.0
31031,11.7,18.0
31033,9.0,11.1
31035,10.2,14.7
31037,10.9,14.7
31039,9.9,13.0
31041,11.6,16.1
31043,14.6,20.7
31045,17.8,20.5
31047,12.6,16.7
31049,11.1,18.7
31051,9.3,12.2
31053,11.6,15.1
31055,14.5,20.0
31057,13.2,19.2
31059,9.8,12.8
31061,13.3,19.7
31063,12.6,19.0
31065,13.4,18.4
31067,10.2,15.0
31069,14.8,27.3
31071,11.9,15.5
31073,9.1,16.5
31075,9.2,6.7
31077,12.2,20.1
31079,13.5,19.5
31081,7.3,8.9
31083,12.0,17.4
31085,14.7,23.8
31087,14.1,20.4
31089,11.9,15.9
31091,8.1,11.5
31093,10.4,13.6
31095,12.3,17.1
31097,13.2,14.1
31099,8.6,11.9
31101,10.9,19.0
31103,15.1,20.8
31105,12.7,19.1
31107,13.7,20.1
31109,13.5,14.1
31111,12.3,16.3
31113,8.9,13.3
31115,15.3,24.3
31117,12.1,20.0
31119,13.8,17.6
31121,10.4,15.1
31123,13.5,20.1
31125,13.2,16.5
31127,13.1,15.1
31129,12.5,19.4
31131,10.6,14.3
31133,13.2,22.1
31135,10.1,13.4
31137,10.4,13.8
31139,9.4,11.6
31141,8.3,11.3
31143,7.9,10.8
31145,11.8,15.9
31147,13.0,19.8
31149,14.2,18.3
31151,10.0,13.3
31153,5.8,7.5
31155,8.8,11.3
31157,15.1,22.8
31159,7.5,7.6
31161,14.3,23.4
31163,12.5,18.9
31165,14.0,20.5
31167,8.5,12.0
31169,10.2,14.9
31171,12.6,17.8
31173,25.6,35.6
31175,12.2,16.2
31177,6.7,8.4
31179,12.0,11.6
31181,12.9,14.8
31183,11.4,18.4
31185,10.1,14.2
32001,13.1,19.3
32003,15.4,22.6
32005,9.4,15.2
32007,9.9,12.6
32009,14.7,20.7
32011,9.5,12.0
32013,9.4,15.0
32015,10.8,14.4
32017,14.3,17.8
32019,13.8,22.6
32021,18.0,33.6
32023,17.5,28.6
32027,18.3,19.9
32029,7.8,13.1
32031,13.8,18.3
32033,14.1,19.3
32510,16.4,23.1
33001,8.8,13.5
33003,9.6,17.7
33005,9.9,14.0
33007,16.1,23.4
33009,11.2,14.9
33011,8.0,10.2
33013,8.3,10.7
33015,5.2,6.5
33017,11.4,13.6
33019,11.2,17.5
34001,14.1,21.9
34003,7.1,8.6
34005,7.7,10.0
34007,13.1,19.6
34009,10.5,18.1
34011,17.2,25.5
34013,16.8,24.1
34015,7.7,9.8
34017,17.7,27.0
34019,5.0,4.6
34021,11.2,15.2
34023,8.5,10.8
34025,7.5,10.0
34027,5.3,5.8
34029,10.9,18.9
34031,17.3,26.3
34033,11.9,18.5
34035,5.5,7.0
34037,5.6,7.0
34039,10.6,15.7
34041,7.7,10.7
35001,19.0,25.0
35003,23.4,44.9
35005,21.1,28.8
35006,29.2,37.9
35007,19.7,29.8
35009,21.7,29.3
35011,20.2,32.6
35013,25.7,38.8
35015,12.3,17.1
35017,20.5,30.1
35019,23.9,31.6
35021,14.3,20.9
35023,25.2,35.4
35025,14.3,18.3
35027,17.8,32.3
35028,4.0,4.1
35029,30.9,41.2
35031,34.1,39.2
35033,23.9,35.5
35035,23.0,33.6
35037,23.0,35.7
35039,24.2,30.6
35041,20.4,26.6
35043,11.2,15.7
35045,18.8,23.5
35047,28.7,35.9
35049,13.1,18.6
35051,28.7,43.6
35053,23.5,40.7
35055,19.9,32.0
35057,26.2,36.7
35059,17.1,26.3
35061,19.8,27.0
36001,12.6,16.4
36003,16.8,25.6
36005,30.3,42.6
36007,17.7,23.2
36009,18.0,26.1
36011,12.7,20.3
36013,17.2,28.2
36015,14.9,23.2
36017,14.3,23.3
36019,17.5,22.3
36021,13.6,19.4
36023,16.2,20.0
36025,16.9,27.1
36027,10.4,12.9
36029,15.6,24.3
36031,12.2,19.3
36033,18.3,26.2
36035,17.9,26.9
36037,13.4,19.4
36039,16.4,24.3
36041,11.1,19.4
36043,12.7,20.3
36045,14.1,21.1
36047,22.3,31.5
36049,14.0,22.4
36051,13.2,16.4
36053,12.9,18.1
36055,14.8,22.0
36057,18.4,27.9
36059,6.1,8.4
36061,17.6,24.9
36063,15.5,23.3
36065,18.0,29.8
36067,14.6,20.8
36069,9.6,13.7
36071,12.1,20.1
36073,14.2,22.6
36075,17.4,25.2
36077,16.8,19.9
36079,6.0,6.5
36081,13.9,19.6
36083,12.0,18.2
36085,14.2,18.3
36087,14.0,23.0
36089,18.5,23.4
36091,6.4,8.5
36093,12.0,18.3
36095,13.7,21.2
36097,12.5,19.9
36099,14.1,21.2
36101,15.4,22.7
36103,7.8,10.7
36105,18.1,29.2
36107,11.7,17.8
36109,20.1,16.8
36111,14.0,18.3
36113,11.3,17.0
36115,13.3,20.4
36117,12.2,16.9
36119,10.1,13.1
36121,13.3,17.3
36123,13.6,22.1
37001,18.9,26.1
37003,15.5,22.3
37005,22.9,35.9
37007,25.2,35.6
37009,20.2,31.8
37011,19.7,29.9
37013,19.2,33.3
37015,24.8,35.9
37017,25.4,35.2
37019,14.3,24.5
37021,15.2,23.2
37023,16.7,23.6
37025,10.8,15.2
37027,16.2,23.9
37029,9.7,13.7
37031,13.8,22.7
37033,20.1,29.8
37035,15.1,20.8
37037,11.6,18.0
37039,18.3,30.9
37041,19.4,33.0
37043,17.4,31.9
37045,19.8,29.4
37047,24.0,34.1
37049,15.0,24.2
37051,18.8,27.6
37053,10.4,17.0
37055,10.3,17.8
37057,14.1,21.3
37059,12.3,18.4
37061,24.9,34.1
37063,17.1,26.0
37065,27.8,42.6
37067,18.1,28.5
37069,16.0,22.5
37071,17.3,25.0
37073,16.7,23.5
37075,21.0,32.6
37077,16.0,21.8
37079,25.4,34.5
37081,15.7,23.5
37083,27.9,39.1
37085,17.7,23.8
37087,17.6,27.3
37089,13.1,21.1
37091,26.9,37.6
37093,19.9,28.5
37095,23.0,30.7
37097,14.2,19.3
37099,20.9,27.3
37101,13.0,18.7
37103,21.4,36.5
37105,17.1,25.8
37107,22.7,36.9
37109,13.4,20.4
37111,18.8,26.8
37113,16.9,29.4
37115,20.9,29.1
37117,22.5,36.3
37119,14.3,19.1
37121,16.7,27.5
37123,19.9,31.3
37125,13.2,21.1
37127,18.1,25.9
37129,17.3,22.1
37131,26.8,45.3
37133,15.3,21.5
37135,14.3,13.1
37137,14.6,32.3
37139,19.1,29.5
37141,14.8,21.9
37143,17.6,31.6
37145,16.3,24.0
37147,25.9,30.6
37149,13.5,24.1
37151,16.4,25.0
37153,28.7,42.8
37155,30.6,41.9
37157,18.4,26.3
37159,17.3,26.5
37161,19.2,29.6
37163,21.4,29.5
37165,29.0,44.4
37167,17.1,25.1
37169,15.3,22.8
37171,18.2,27.0
37173,16.2,26.0
37175,15.4,29.6
37177,25.0,36.2
37179,9.7,12.7
37181,24.6,37.3
37183,11.1,14.7
37185,27.3,37.1
37187,23.4,40.9
37189,25.3,18.9
37191,18.4,28.1
37193,18.7,27.4
37195,19.9,30.3
37197,16.3,24.9
37199,19.3,29.2
38001,10.1,12.4
38003,12.4,13.5
38005,27.9,39.0
38007,7.1,5.9
38009,10.6,13.7
38011,7.6,7.7
38013,8.4,11.1
38015,9.0,8.5
38017,10.7,10.0
38019,9.4,13.0
38021,10.3,14.3
38023,8.6,11.2
38025,9.9,12.2
38027,11.3,15.0
38029,13.9,16.2
38031,8.4,12.0
38033,10.2,12.3
38035,14.3,13.8
38037,15.6,18.4
38039,10.0,9.5
38041,10.6,10.2
38043,13.9,18.8
38045,10.9,13.3
38047,11.8,13.3
38049,11.1,13.0
38051,12.5,16.4
38053,8.4,10.2
38055,10.0,12.0
38057,7.2,7.0
38059,7.8,10.7
38061,11.2,14.6
38063,11.6,16.5
38065,10.2,17.5
38067,8.8,11.2
38069,16.1,17.3
38071,12.0,16.8
38073,9.1,12.3
38075,7.6,8.1
38077,10.2,11.5
38079,25.5,31.7
38081,7.8,10.4
38083,17.6,18.7
38085,40.4,45.1
38087,9.0,9.0
38089,7.5,8.0
38091,7.8,12.1
38093,11.4,14.2
38095,10.4,15.2
38097,9.5,9.7
38099,10.8,13.3
38101,8.4,9.6
38103,10.4,11.7
38105,7.8,9.3
39001,21.3,29.3
39003,15.5,23.4
39005,14.1,20.1
39007,18.6,28.6
39009,31.5,29.1
39011,8.7,11.5
39013,14.6,21.1
39015,14.9,23.6
39017,14.4,18.3
39019,13.0,20.0
39021,10.8,16.2
39023,15.1,25.1
39025,9.5,13.5
39027,13.6,21.1
39029,14.7,22.3
39031,15.1,23.4
39033,16.5,24.4
39035,18.2,26.2
39037,9.6,15.2
39039,10.2,16.2
39041,4.4,4.7
39043,12.7,22.3
39045,9.1,12.4
39047,16.3,26.2
39049,17.1,24.5
39051,8.5,12.4
39053,21.7,32.4
39055,6.7,8.8
39057,12.7,16.2
39059,18.6,28.7
39061,16.6,23.1
39063,10.6,14.6
39065,16.5,21.2
39067,15.5,24.3
39069,9.4,13.9
39071,17.9,27.6
39073,15.7,23.8
39075,10.8,15.7
39077,13.1,20.7
39079,20.4,29.2
39081,17.8,28.5
39083,14.8,19.9
39085,8.3,12.6
39087,21.0,30.1
39089,12.6,17.4
39091,10.9,17.3
39093,13.5,20.9
39095,19.5,28.9
39097,9.3,14.0
39099,16.8,26.8
39101,18.2,27.7
39103,7.0,8.8
39105,22.8,31.3
39107,7.8,10.6
39109,10.7,14.0
39111,18.3,24.4
39113,17.7,27.0
39115,19.0,29.1
39117,11.3,19.4
39119,16.5,26.7
39121,15.0,17.8
39123,9.7,15.3
39125,10.9,17.3
39127,18.8,25.9
39129,12.4,17.6
39131,21.4,33.3
39133,13.6,16.1
39135,12.7,18.9
39137,7.2,8.7
39139,15.1,23.4
39141,17.8,25.9
39143,12.2,18.3
39145,23.0,32.1
39147,13.6,19.8
39149,8.9,13.6
39151,13.4,20.2
39153,14.4,21.5
39155,17.6,26.9
39157,13.0,18.0
39159,7.6,8.8
39161,11.2,15.3
39163,18.9,32.9
39165,5.2,6.6
39167,15.0,21.5
39169,11.3,16.9
39171,12.0,17.5
39173,11.7,10.9
39175,8.8,11.7
40001,28.4,42.7
40003,14.6,16.3
40005,23.0,30.6
40007,11.1,14.1
40009,13.9,18.2
40011,16.3,25.3
40013,18.1,25.9
40015,21.3,27.7
40017,9.8,11.2
40019,16.3,23.2
40021,21.5,28.6
40023,29.9,40.2
40025,17.0,29.6
40027,11.5,12.8
40029,19.4,28.5
40031,15.1,20.7
40033,16.8,23.5
40035,18.2,27.4
40037,15.7,21.9
40039,17.9,20.4
40041,20.5,32.8
40043,13.1,17.8
40045,11.9,17.0
40047,14.5,20.2
40049,14.2,20.3
40051,13.1,17.7
40053,11.4,15.4
40055,23.7,26.6
40057,23.6,31.8
40059,9.8,13.4
40061,18.1,27.7
40063,20.1,28.9
40065,17.2,24.8
40067,19.9,30.0
40069,21.4,29.1
40071,18.7,27.0
40073,10.6,13.4
40075,21.1,29.3
40077,19.4,26.9
40079,19.3,27.4
40081,14.7,20.5
40083,13.1,16.4
40085,12.4,21.2
40087,10.7,14.2
40089,25.3,32.3
40091,21.3,31.9
40093,10.8,13.6
40095,17.1,25.5
40097,18.5,25.9
40099,14.4,19.4
40101,21.1,27.6
40103,11.8,17.3
40105,16.4,25.3
40107,23.9,31.4
40109,16.2,23.5
40111,22.5,32.2
40113,16.3,23.9
40115,23.0,33.0
40117,16.0,23.6
40119,22.7,18.0
40121,17.0,23.3
40123,15.4,20.6
40125,17.0,22.6
40127,21.1,30.6
40129,10.8,15.5
40131,10.0,13.8
40133,20.7,30.5
40135,24.4,32.7
40137,15.6,21.9
40139,11.4,15.8
40141,23.1,30.2
40143,15.9,22.6
40145,10.2,14.7
40147,13.5,19.7
40149,15.8,21.4
40151,13.8,15.6
40153,11.8,16.1
41001,15.3,27.0
41003,18.3,15.0
41005,9.4,12.3
41007,13.9,21.5
41009,13.4,16.6
41011,18.7,29.8
41013,15.9,25.6
41015,17.2,27.0
41017,13.4,18.2
41019,19.5,30.7
41021,12.9,17.9
41023,16.4,26.4
41025,16.3,25.5
41027,11.5,17.9
41029,19.3,25.2
41031,21.9,31.7
41033,21.9,34.4
41035,19.9,29.4
41037,18.6,26.1
41039,19.0,23.1
41041,17.0,27.9
41043,15.8,22.4
41045,24.9,33.9
41047,16.8,24.1
41049,15.0,22.9
41051,15.7,18.5
41053,13.7,18.1
41055,16.3,20.7
41057,15.5,25.2
41059,19.2,26.3
41061,16.5,21.2
41063,16.1,26.2
41065,16.0,24.1
41067,10.5,12.3
41069,21.4,43.6
41071,13.3,18.1
42001,8.5,13.5
42003,12.2,16.5
42005,12.6,19.2
42007,13.1,20.3
42009,13.9,19.0
42011,12.6,19.9
42013,15.3,22.5
42015,13.0,19.8
42017,6.3,7.8
42019,9.5,11.3
42021,14.9,21.5
42023,13.3,22.4
42025,11.5,18.8
42027,16.1,12.2
42029,6.0,7.4
42031,17.4,21.3
42033,16.6,26.2
42035,16.0,22.3
42037,15.0,18.5
42039,15.3,23.5
42041,7.3,10.4
42043,13.6,23.4
42045,10.4,14.4
42047,9.3,14.2
42049,17.1,26.3
42051,20.1,31.2
42053,24.3,46.4
42055,9.4,14.9
42057,11.6,19.4
42059,15.1,21.5
42061,14.3,20.7
42063,18.2,22.3
42065,14.6,21.9
42067,12.8,19.0
42069,15.3,22.4
42071,10.6,15.5
42073,17.5,26.6
42075,11.6,17.4
42077,12.1,19.1
42079,15.1,23.9
42081,14.8,23.1
42083,16.9,25.6
42085,14.2,24.0
42087,15.4,26.4
42089,12.7,17.6
42091,6.6,7.5
42093,9.0,15.2
42095,8.8,13.4
42097,13.1,20.2
42099,9.6,14.3
42101,25.4,38.4
42103,10.9,17.1
42105,14.3,23.6
42107,13.0,19.0
42109,11.7,18.0
42111,14.4,21.8
42113,13.5,20.7
42115,12.6,19.6
42117,13.1,18.9
42119,12.4,13.6
42121,13.5,23.2
42123,12.2,22.7
42125,10.1,13.8
42127,13.3,20.7
42129,11.3,15.5
42131,11.1,17.7
42133,10.4,15.2
44001,9.3,9.7
44003,8.7,12.5
44005,11.1,13.8
44007,17.2,25.7
44009,9.9,11.3
45001,19.1,26.2
45003,18.1,27.1
45005,41.0,50.6
45007,17.2,25.1
45009,32.7,43.9
45011,27.3,38.2
45013,12.9,21.3
45015,13.0,18.7
45017,21.3,29.4
45019,14.9,22.9
45021,20.3,29.7
45023,25.7,38.0
45025,23.5,33.7
45027,25.4,38.1
45029,23.1,36.7
45031,21.5,33.4
45033,31.2,42.8
45035,13.6,18.8
45037,18.9,27.1
45039,23.0,33.4
45041,20.3,28.7
45043,19.3,32.0
45045,13.8,17.7
45047,19.1,26.2
45049,23.6,35.1
45051,16.7,29.6
45053,23.2,40.1
45055,15.5,23.3
45057,14.4,21.0
45059,18.9,30.7
45061,28.3,38.6
45063,13.2,19.1
45065,19.2,35.2
45067,24.4,41.1
45069,28.2,37.9
45071,19.1,28.5
45073,18.0,25.1
45075,24.0,36.8
45077,18.1,19.4
45079,15.8,22.3
45081,18.3,29.6
45083,15.0,21.5
45085,19.6,29.8
45087,23.2,33.8
45089,33.6,43.3
45091,12.5,17.1
46003,9.6,12.0
46005,15.5,21.4
46007,35.1,47.0
46009,14.6,17.1
46011,14.5,11.2
46013,10.2,12.6
46015,12.7,17.6
46017,36.8,43.5
46019,13.9,20.1
46021,9.5,8.6
46023,23.3,34.6
46025,12.6,21.1
46027,19.0,17.7
46029,10.8,12.4
46031,47.4,59.8
46033,10.7,17.7
46035,13.4,15.1
46037,14.2,18.1
46039,10.0,12.4
46041,24.7,32.9
46043,10.4,12.2
46045,10.7,14.9
46047,14.6,22.6
46049,12.9,14.4
46051,9.2,11.0
46053,18.1,24.9
46055,10.8,14.8
46057,9.0,11.4
46059,8.5,10.9
46061,8.7,15.3
46063,10.2,13.3
46065,10.8,13.3
46067,12.3,18.2
46069,11.1,14.9
46071,32.5,45.2
46073,13.7,19.9
46075,13.5,22.6
46077,9.5,12.2
46079,10.1,11.7
46081,12.9,16.0
46083,4.3,4.8
46085,22.7,35.2
46087,9.5,13.7
46089,15.7,22.5
46091,12.3,21.3
46093,9.9,13.2
46095,35.6,44.2
46097,10.8,14.3
46099,12.2,14.5
46101,10.7,14.6
46103,12.2,18.4
46105,13.1,15.0
46107,10.0,13.0
46109,20.0,29.0
46111,11.9,18.1
46113,,
46115,12.1,15.2
46117,8.3,11.0
46119,6.9,8.6
46121,44.0,52.3
46123,17.7,25.9
46125,10.0,9.6
46127,6.3,7.0
46129,14.8,20.3
46135,13.6,14.5
46137,47.1,54.0
47001,19.7,30.0
47003,17.0,24.7
47005,20.5,32.2
47007,26.1,34.5
47009,13.1,19.3
47011,18.1,23.8
47013,26.2,39.4
47015,16.4,23.4
47017,21.1,31.1
47019,23.6,33.1
47021,10.6,16.3
47023,19.0,26.5
47025,21.6,33.1
47027,23.7,34.8
47029,26.4,40.1
47031,15.9,24.2
47033,19.1,25.8
47035,16.7,27.5
47037,17.1,26.5
47039,19.4,28.7
47041,20.2,30.9
47043,16.4,23.3
47045,22.5,31.3
47047,13.8,21.5
47049,25.7,36.3
47051,15.0,21.7
47053,15.7,23.4
47055,16.1,24.3
47057,18.7,27.9
47059,18.0,25.2
47061,26.1,36.6
47063,19.0,26.3
47065,15.2,21.7
47067,30.1,44.3
47069,24.2,31.1
47071,22.7,31.9
47073,21.2,30.6
47075,22.5,33.1
47077,17.5,25.0
47079,19.1,30.8
47081,20.4,29.3
47083,19.5,29.9
47085,15.9,25.2
47087,23.6,34.2
47089,16.8,25.6
47091,27.2,34.9
47093,15.6,19.8
47095,43.1,47.9
47097,26.2,35.1
47099,18.9,28.7
47101,17.9,29.7
47103,16.0,25.3
47105,13.5,22.0
47107,23.0,31.6
47109,18.9,27.6
47111,18.5,30.0
47113,18.1,28.8
47115,19.0,28.5
47117,13.8,20.5
47119,13.2,19.4
47121,20.2,30.2
47123,18.6,28.9
47125,13.4,18.4
47127,11.8,18.8
47129,21.2,29.4
47131,19.5,27.3
47133,17.5,26.2
47135,22.3,33.6
47137,18.9,29.3
47139,18.4,28.3
47141,19.7,23.8
47143,23.3,32.8
47145,17.6,25.2
47147,12.3,18.4
47149,11.1,13.5
47151,25.5,34.2
47153,18.7,28.6
47155,14.6,23.5
47157,20.2,31.4
47159,18.1,25.2
47161,15.5,25.2
47163,16.4,24.6
47165,10.1,13.9
47167,14.4,21.0
47169,16.2,24.7
47171,19.2,27.5
47173,23.9,33.9
47175,18.9,30.9
47177,21.2,30.1
47179,17.2,22.1
47181,25.4,32.5
47183,18.2,24.6
47185,18.2,28.4
47187,5.0,5.3
47189,8.4,11.7
48001,21.0,26.9
