,county_fips,ABS_facilities_2009,ABS_facilities_2014,PCT_facilities_change,ABS_facilities_per_thousand_pop_2009,ABS_facilities_per_thousand_pop_2014,PCT_facilities_per_thousand_pop_change
1253,26045,11,6,-45.454545455,0.102392255,0.0552593,-46.031754006
1254,26047,5,7,40.0,0.152601862,0.210817974,38.149018191
1255,26049,34,24,-29.411764706,0.079441294,0.0581262,-26.83130521
1256,26051,2,1,-50.0,0.077706115,0.039353,-49.35657786
1257,26053,3,2,-33.333333333,0.183038438,0.127089026,-30.56702887
1258,26055,10,9,-10.0,0.11525119,0.099138596,-13.98041462
1259,26057,2,1,-50.0,0.0472981,0.024001,-49.255970239
1260,26059,5,3,-40.0,0.106986199,0.065459306,-38.815186559
1261,26061,4,3,-25.0,0.109956567,0.082203042,-25.240443896
1262,26063,3,2,-33.333333333,0.090174036,0.0623733,-30.830084724
1263,26065,27,23,-14.814814815,0.09612338,0.080820291,-15.920256792
1264,26067,7,2,-71.428571429,0.109618215,0.0311071,-71.622324234
1265,26069,1,1,0.0,0.0382059,0.0393391,2.966168371
1266,26071,3,1,-66.666666667,0.250857095,0.087819443,-64.992242616
1267,26073,5,4,-20.0,0.071402051,0.0566444,-20.668403761
1268,26075,13,14,7.692307692,0.081192151,0.08764187,7.943772443
1269,26077,31,30,-3.225806452,0.124486493,0.115911567,-6.888238067
1270,26079,0,0,0.0,0.0,0.0,0.0
1271,26081,63,69,9.523809524,0.104749126,0.109656616,4.684993776
1272,26083,0,0,0.0,0.0,0.0,0.0
1273,26085,1,0,-100.0,0.086258949,0.0,-100.0
1274,26087,9,5,-44.444444444,0.101381035,0.0567196,-44.053079431
1275,26089,3,2,-33.333333333,0.138096115,0.091261693,-33.914366111
1276,26091,10,9,-10.0,0.099750623,0.090865953,-8.906882591
1277,26093,21,20,-4.761904762,0.115969561,0.107760943,-7.078251892
1278,26095,0,0,0.0,0.0,0.0,0.0
1279,26097,0,0,0.0,0.0,0.0,0.0
1280,26099,74,68,-8.108108108,0.088154533,0.079059471,-10.317179309
1281,26101,0,0,0.0,0.0,0.0,0.0
1282,26103,7,10,42.857142857,0.104845353,0.14776287,40.934114647
1283,26105,3,1,-66.666666667,0.104690117,0.0346933,-66.860949209
1284,26107,3,2,-33.333333333,0.070387837,0.0463113,-34.20552957
1285,26109,4,5,25.0,0.165851231,0.210845914,27.129543729
1286,26111,17,12,-29.411764706,0.203254463,0.143838326,-29.232389853
1287,26113,1,1,0.0,0.067123104,0.066502627,-0.924386513
1288,26115,14,11,-21.428571429,0.091926249,0.073419479,-20.132193202
1289,26117,5,6,20.0,0.078745118,0.095400124,21.150525496
1290,26119,0,0,0.0,0.0,0.0,0.0
1291,26121,16,8,-50.0,0.092616712,0.0464188,-49.880761732
1292,26123,2,1,-50.0,0.0411108,0.0208768,-49.218162839
1293,26125,166,153,-7.831325301,0.138230812,0.123599608,-10.584618264
1294,26127,2,1,-50.0,0.074685388,0.0381374,-48.935967354
1295,26129,2,1,-50.0,0.091508053,0.0475308,-48.058367793
1296,26131,0,0,0.0,0.0,0.0,0.0
1297,26133,0,1,,0.0,0.0431611,
1298,26135,1,1,0.0,0.114718366,0.119460041,4.133317405
1299,26137,3,3,0.0,0.124018189,0.124182465,0.132461296
1300,26139,24,25,4.166666667,0.091296756,0.090483981,-0.890256806
1301,26141,3,1,-66.666666667,0.222139948,0.076899416,-65.382446427
1302,26143,2,3,50.0,0.081635985,0.125234815,53.406386976
1303,26145,12,14,16.666666667,0.0597505,0.071790454,20.150298443
1304,26147,21,12,-42.857142857,0.128040192,0.074963455,-41.45318443
1305,26149,4,3,-25.0,0.065128547,0.0492239,-24.420388541
1306,26151,2,1,-50.0,0.0461691,0.024046,-47.917618487
1307,26153,0,0,0.0,0.0,0.0,0.0
1308,26155,7,6,-14.285714286,0.098995899,0.08704104,-12.076115317
1309,26157,5,4,-20.0,0.089443838,0.074074074,-17.183703704
1310,26159,2,3,50.0,0.0261161,0.0398941,52.756685594
1311,26161,39,49,25.641025641,0.113530508,0.137303362,20.939617703
1312,26163,119,108,-9.243697479,0.064760636,0.0611966,-5.503402582
1313,26165,6,7,16.666666667,0.183722212,0.212856535,15.857811835
1314,27001,1,0,-100.0,0.0618506,0.0,-100.0
1315,27003,29,37,27.586206897,0.087976095,0.108230173,23.022252446
1316,27005,2,4,100.0,0.0617151,0.120268198,94.876574762
1317,27007,6,6,0.0,0.135666802,0.131394534,-3.149088998
1318,27009,3,4,33.333333333,0.078088396,0.101250443,29.661317268
1319,27011,1,0,-100.0,0.189214759,0.0,-100.0
1320,27013,8,9,12.5,0.125855424,0.137646249,9.368547832
1321,27015,5,7,40.0,0.193124759,0.276767357,43.310137593
1322,27017,4,5,25.0,0.113414046,0.140563943,23.938742234
1323,27019,13,19,46.153846154,0.144057091,0.195196121,35.499140979
1324,27021,0,0,0.0,0.0,0.0,0.0
1325,27023,3,1,-66.666666667,0.242718447,0.082576383,-65.97853014
1326,27025,6,4,-33.333333333,0.112095057,0.074039796,-33.94909764
1327,27027,6,4,-33.333333333,0.102826001,0.065267761,-36.526014642
1328,27029,0,1,,0.0,0.113752702,
1329,27031,1,0,-100.0,0.19219681,0.0,-100.0
1330,27033,1,0,-100.0,0.085969739,0.0,-100.0
1331,27035,7,11,57.142857143,0.112346927,0.173871809,54.763297242
1332,27037,47,51,8.510638298,0.118415947,0.123627672,4.401201865
1333,27039,1,3,200.0,0.0501983,0.147398418,193.632388346
1334,27041,4,4,0.0,0.110877037,0.108725197,-1.940744768
1335,27043,1,2,100.0,0.068254727,0.140924464,106.46843292
1336,27045,0,0,0.0,0.0,0.0,0.0
1337,27047,2,1,-50.0,0.063871236,0.0324254,-49.233138781
1338,27049,7,6,-14.285714286,0.152058217,0.129246279,-15.002107945
1339,27051,0,0,0.0,0.0,0.0,0.0
1340,27053,163,182,11.656441718,0.142144427,0.150157087,5.636984931
1341,27055,2,1,-50.0,0.104981366,0.0533675,-49.164798805
1342,27057,3,2,-33.333333333,0.147138163,0.097214796,-33.929584083
1343,27059,7,4,-42.857142857,0.185141104,0.104131414,-43.755648199
1344,27061,4,2,-50.0,0.088758709,0.0438702,-50.573603281
1345,27063,2,1,-50.0,0.19462826,0.097380465,-49.965916837
1346,27065,2,3,50.0,0.122744569,0.188323917,53.427495292
1347,27067,7,3,-57.142857143,0.166436825,0.070947144,-57.372928597
1348,27069,0,0,0.0,0.0,0.0,0.0
1349,27071,3,2,-33.333333333,0.225971678,0.155569384,-31.155361958
1350,27073,1,0,-100.0,0.136948781,0.0,-100.0
1351,27075,0,0,0.0,0.0,0.0,0.0
1352,27077,1,1,0.0,0.247341083,0.255232261,3.190403267
1353,27079,7,5,-28.571428571,0.252434187,0.180050414,-28.674314522
1354,27081,0,0,0.0,0.0,0.0,0.0
1355,27083,2,3,50.0,0.077615647,0.116890707,50.601987142
1356,27085,11,6,-45.454545455,0.300038187,0.167214759,-44.268840796
1357,27087,0,0,0.0,0.0,0.0,0.0
1358,27089,0,0,0.0,0.0,0.0,0.0
1359,27091,2,3,50.0,0.096200096,0.148367953,54.228486647
1360,27093,4,3,-25.0,0.171688557,0.129830787,-24.380057991
1361,27095,3,3,0.0,0.114823746,0.115901715,0.938803894
1362,27097,4,2,-50.0,0.120641814,0.060957,-49.472721731
1363,27099,4,4,0.0,0.102503652,0.101721639,-0.762912291
1364,27101,2,1,-50.0,0.228024171,0.118063754,-48.223140496
1365,27103,3,2,-33.333333333,0.092177226,0.0604357,-34.435278357
1366,27105,3,1,-66.666666667,0.140726147,0.0463177,-67.086614173
1367,27107,0,0,0.0,0.0,0.0,0.0
1368,27109,12,16,33.333333333,0.083611458,0.106462968,27.330596348
1369,27111,7,5,-28.571428571,0.122093733,0.086752841,-28.945705115
1370,27113,2,0,-100.0,0.144164925,0.0,-100.0
1371,27115,2,0,-100.0,0.067442253,0.0,-100.0
1372,27117,0,0,0.0,0.0,0.0,0.0
1373,27119,2,3,50.0,0.063647647,0.094625284,48.670514762
1374,27121,2,2,0.0,0.18125793,0.18208303,0.455207575
1375,27123,45,56,24.444444444,0.088829231,0.105133717,18.354865928
1376,27125,0,0,0.0,0.0,0.0,0.0
1377,27127,0,2,,0.0,0.128907509,
1378,27129,2,0,-100.0,0.126326427,0.0,-100.0
1379,27131,5,6,20.0,0.078297499,0.092093751,17.620297463
1380,27133,2,2,0.0,0.207210941,0.209358317,1.036323668
1381,27135,3,1,-66.666666667,0.189441778,0.063779578,-66.332886876
1382,27137,19,18,-5.263157895,0.094906043,0.089574967,-5.617214737
1383,27139,14,14,0.0,0.108923987,0.100234836,-7.977261012
1384,27141,9,9,0.0,0.102412381,0.098764348,-3.562100827
1385,27143,2,3,50.0,0.132100396,0.201099343,52.232202708
1386,27145,26,24,-7.692307692,0.173685336,0.156953019,-9.633695801
1387,27147,3,5,66.666666667,0.081779522,0.136712876,67.172504306
1388,27149,1,1,0.0,0.102722137,0.102040816,-0.663265306
1389,27151,0,0,0.0,0.0,0.0,0.0
1390,27153,3,3,0.0,0.120777809,0.12363996,2.369765908
1391,27155,0,0,0.0,0.0,0.0,0.0
1392,27157,5,2,-60.0,0.230054293,0.093624192,-59.303436008
1393,27159,1,1,0.0,0.072332731,0.072690267,0.494293814
1394,27161,4,3,-25.0,0.214603788,0.157687254,-26.521681997
1395,27163,33,36,9.090909091,0.14001799,0.14441418,3.139732024
1396,27165,2,3,50.0,0.179035001,0.270684833,51.191013264
1397,27167,0,0,0.0,0.0,0.0,0.0
1398,27169,7,7,0.0,0.136128505,0.136994344,0.636045169
1399,27171,14,12,-14.285714286,0.113525787,0.092365954,-18.638789742
1400,27173,0,0,0.0,0.0,0.0,0.0
1401,28001,2,2,0.0,0.0619099,0.063017929,1.789709172
1402,28003,3,2,-33.333333333,0.081371379,0.0535045,-34.246477617
1403,28005,0,1,,0.0,0.079182833,
1404,28007,1,3,200.0,0.0509918,0.156551688,207.013515629
1405,28009,0,0,0.0,0.0,0.0,0.0
1406,28011,3,6,100.0,0.087082729,0.177683014,104.039327174
1407,28013,0,0,0.0,0.0,0.0,0.0
1408,28015,0,0,0.0,0.0,0.0,0.0
1409,28017,1,0,-100.0,0.0573427,0.0,-100.0
1410,28019,0,0,0.0,0.0,0.0,0.0
1411,28021,0,1,,0.0,0.110132159,
1412,28023,0,0,0.0,0.0,0.0,0.0
1413,28025,0,0,0.0,0.0,0.0,0.0
1414,28027,1,1,0.0,0.0380851,0.0403112,5.84512436
1415,28029,0,1,,0.0,0.0347258,
1416,28031,0,0,0.0,0.0,0.0,0.0
1417,28033,17,18,5.882352941,0.106445594,0.10531674,-1.060498272
1418,28035,7,11,57.142857143,0.093504134,0.144111097,54.122700305
1419,28037,0,0,0.0,0.0,0.0,0.0
1420,28039,1,1,0.0,0.0448833,0.0429129,-4.389992705
1421,28041,0,1,,0.0,0.069803155,
1422,28043,3,3,0.0,0.13614086,0.138465799,1.707744854
1423,28045,3,4,33.333333333,0.069011525,0.087053037,26.142752472
1424,28047,15,15,0.0,0.081111772,0.075354922,-7.09742889
1425,28049,22,17,-22.727272727,0.089989119,0.069749599,-22.491075222
1426,28051,0,0,0.0,0.0,0.0,0.0
1427,28053,0,0,0.0,0.0,0.0,0.0
1428,28055,0,0,0.0,0.0,0.0,0.0
1429,28057,1,1,0.0,0.0428651,0.0425044,-0.841586263
1430,28059,14,17,21.428571429,0.100592056,0.120450343,19.741406273
1431,28061,0,0,0.0,0.0,0.0,0.0
1432,28063,0,0,0.0,0.0,0.0,0.0
1433,28065,0,0,0.0,0.0,0.0,0.0
1434,28067,4,4,0.0,0.0593093,0.0585737,-1.240298726
1435,28069,0,0,0.0,0.0,0.0,0.0
1436,28071,5,10,100.0,0.107038877,0.188928774,76.504817684
1437,28073,6,3,-50.0,0.110707235,0.0499176,-54.910231451
1438,28075,3,4,33.333333333,0.0373715,0.0501637,34.229590706
1439,28077,1,0,-100.0,0.076604872,0.0,-100.0
1440,28079,2,1,-50.0,0.084068937,0.0431165,-48.712973742
1441,28081,7,7,0.0,0.084914358,0.08211529,-3.29634235
1442,28083,4,3,-25.0,0.123046635,0.095474508,-22.407867099
1443,28085,5,3,-40.0,0.143360954,0.086268871,-39.824011503
1444,28087,5,5,0.0,0.083804033,0.083710028,-0.112171438
1445,28089,16,24,50.0,0.170084298,0.236016049,38.764160963
1446,28091,3,2,-33.333333333,0.111197598,0.077315602,-30.470078862
1447,28093,0,1,,0.0,0.0275984,
1448,28095,2,2,0.0,0.0536797,0.0555509,3.485820626
1449,28097,0,0,0.0,0.0,0.0,0.0
1450,28099,2,2,0.0,0.067353674,0.067877142,0.77719328
1451,28101,1,1,0.0,0.0458926,0.0458043,-0.19237816
1452,28103,0,1,,0.0,0.089968511,
1453,28105,4,4,0.0,0.084388186,0.080948719,-4.075768001
1454,28107,2,1,-50.0,0.0575242,0.0290326,-49.529671351
1455,28109,3,4,33.333333333,0.0534902,0.072432276,35.412139649
1456,28111,0,0,0.0,0.0,0.0,0.0
1457,28113,4,4,0.0,0.099176832,0.09985521,0.684008188
1458,28115,1,1,0.0,0.0335909,0.0323102,-3.812600969
1459,28117,1,1,0.0,0.0391343,0.0393267,0.491584081
1460,28119,0,0,0.0,0.0,0.0,0.0
1461,28121,19,22,15.789473684,0.135102465,0.148578375,9.974585278
1462,28123,2,1,-50.0,0.071171844,0.0351358,-50.632444398
1463,28125,0,0,0.0,0.0,0.0,0.0
1464,28127,1,2,100.0,0.0363478,0.072825256,100.356843753
1465,28129,0,0,0.0,0.0,0.0,0.0
1466,28131,2,1,-50.0,0.114889706,0.0559441,-51.306293706
1467,28133,1,2,100.0,0.0338135,0.072737853,115.114925807
1468,28135,0,0,0.0,0.0,0.0,0.0
1469,28137,1,1,0.0,0.0350766,0.035456,1.081406893
1470,28139,0,0,0.0,0.0,0.0,0.0
1471,28141,0,0,0.0,0.0,0.0,0.0
1472,28143,0,0,0.0,0.0,0.0,0.0
1473,28145,1,1,0.0,0.0369413,0.035591,-3.655194505
1474,28147,0,1,,0.0,0.06729928,
1475,28149,5,5,0.0,0.102990854,0.104203572,1.177500365
1476,28151,5,3,-40.0,0.096964996,0.061277,-36.805016545
1477,28153,0,0,0.0,0.0,0.0,0.0
1478,28155,0,0,0.0,0.0,0.0,0.0
1479,28157,0,0,0.0,0.0,0.0,0.0
1480,28159,0,1,,0.0,0.0541184,
1481,28161,0,0,0.0,0.0,0.0,0.0
1482,28163,0,0,0.0,0.0,0.0,0.0
1483,29001,1,1,0.0,0.0390976,0.0390594,-0.097648621
1484,29003,2,2,0.0,0.11739845,0.11508142,-1.973646355
1485,29005,2,1,-50.0,0.345960906,0.185804534,-46.293199554
1486,29007,2,1,-50.0,0.078039644,0.0386294,-50.500251091
1487,29009,4,3,-25.0,0.112233446,0.084123156,-25.046267736
1488,29011,0,0,0.0,0.0,0.0,0.0
1489,29013,2,1,-50.0,0.117343347,0.0602991,-48.613121081
1490,29015,1,1,0.0,0.0526427,0.0531745,1.010315857
1491,29017,1,0,-100.0,0.080567193,0.0,-100.0
1492,29019,19,30,57.894736842,0.11833214,0.173694541,46.785599686
1493,29021,11,7,-36.363636364,0.12327278,0.078224527,-36.543552775
1494,29023,3,3,0.0,0.070285594,0.069812901,-0.67253095
1495,29025,0,0,0.0,0.0,0.0,0.0
1496,29027,3,3,0.0,0.068118344,0.067039106,-1.584357542
1497,29029,5,8,60.0,0.114254376,0.181731446,59.058631108
1498,29031,8,4,-50.0,0.10677059,0.0512538,-51.996335354
1499,29033,0,1,,0.0,0.110582771,
1500,29035,0,0,0.0,0.0,0.0,0.0
1501,29037,9,3,-66.666666667,0.091060859,0.0297357,-67.345300281
1502,29039,1,0,-100.0,0.071612718,0.0,-100.0
1503,29041,2,0,-100.0,0.257499678,0.0,-100.0
1504,29043,10,7,-30.0,0.131046141,0.085260837,-34.938307694
1505,29045,0,0,0.0,0.0,0.0,0.0
1506,29047,19,31,63.157894737,0.08649377,0.132658913,53.373950835
1507,29049,1,1,0.0,0.048158,0.0492635,2.29567959
1508,29051,11,8,-27.272727273,0.145873117,0.104497303,-28.364249098
1509,29053,3,3,0.0,0.170803917,0.170599943,-0.11941996
1510,29055,1,0,-100.0,0.0403193,0.0,-100.0
1511,29057,0,0,0.0,0.0,0.0,0.0
1512,29059,0,1,,0.0,0.0610165,
1513,29061,0,0,0.0,0.0,0.0,0.0
1514,29063,0,0,0.0,0.0,0.0,0.0
1515,29065,0,1,,0.0,0.063877355,
1516,29067,2,0,-100.0,0.145001088,0.0,-100.0
1517,29069,1,2,100.0,0.0312725,0.063808065,104.039050536
1518,29071,12,8,-33.333333333,0.118317525,0.078366835,-33.765657041
1519,29073,0,0,0.0,0.0,0.0,0.0
1520,29075,2,1,-50.0,0.296735905,0.146498682,-50.629944331
1521,29077,29,37,27.586206897,0.105834395,0.129431725,22.2964662
1522,29079,0,0,0.0,0.0,0.0,0.0
1523,29081,1,1,0.0,0.111271837,0.115754138,4.02824401
1524,29083,4,1,-75.0,0.179557391,0.0453968,-74.717405121
1525,29085,1,0,-100.0,0.10459157,0.0,-100.0
1526,29087,2,1,-50.0,0.407249033,0.221434898,-45.626660762
1527,29089,0,0,0.0,0.0,0.0,0.0
1528,29091,3,6,100.0,0.075155949,0.149354044,98.72551216
1529,29093,1,2,100.0,0.093327112,0.19479887,108.726989383
1530,29095,58,60,3.448275862,0.086468693,0.087823171,1.566437295
1531,29097,13,8,-38.461538462,0.111637813,0.068060199,-39.034814755
1532,29099,12,19,58.333333333,0.0551055,0.08531044,54.812855834
1533,29101,3,2,-33.333333333,0.0573055,0.0367904,-35.799516819
1534,29103,2,2,0.0,0.486499635,0.5,2.775
1535,29105,3,3,0.0,0.084853627,0.084652501,-0.237027004
1536,29107,1,2,100.0,0.0300788,0.0611845,103.414096916
1537,29109,2,1,-50.0,0.0517438,0.0262999,-49.172869053
1538,29111,1,2,100.0,0.098000784,0.19727757,101.302031959
1539,29113,4,2,-50.0,0.076565281,0.036867,-51.848882007
1540,29115,0,1,,0.0,0.08122817,
1541,29117,0,1,,0.0,0.06643194,
1542,29119,1,0,-100.0,0.0433351,0.0,-100.0
1543,29121,3,3,0.0,0.193436069,0.19381097,0.19381097
1544,29123,1,1,0.0,0.081214976,0.080853816,-0.44469599
1545,29125,0,0,0.0,0.0,0.0,0.0
1546,29127,8,5,-37.5,0.278551532,0.172890733,-37.932226833
1547,29129,1,1,0.0,0.264830508,0.268889486,1.532670073
1548,29131,2,1,-50.0,0.080515298,0.0397757,-50.598623762
1549,29133,2,2,0.0,0.141382723,0.140528387,-0.604272063
1550,29135,2,2,0.0,0.128658733,0.126135217,-1.961402624
1551,29137,1,0,-100.0,0.11093854,0.0,-100.0
1552,29139,1,2,100.0,0.082108547,0.168904653,105.708977282
1553,29141,3,1,-66.666666667,0.145871827,0.0494071,-66.129776021
1554,29143,0,0,0.0,0.0,0.0,0.0
1555,29145,4,2,-50.0,0.069029786,0.0341309,-50.556332981
1556,29147,2,2,0.0,0.086051114,0.086651358,0.697543434
1557,29149,0,0,0.0,0.0,0.0,0.0
1558,29151,0,0,0.0,0.0,0.0,0.0
1559,29153,0,0,0.0,0.0,0.0,0.0
1560,29155,2,1,-50.0,0.10882577,0.0566572,-47.937677054
1561,29157,1,0,-100.0,0.0524934,0.0,-100.0
1562,29159,6,4,-33.333333333,0.143174171,0.09473061,-33.835405565
1563,29161,4,4,0.0,0.089806915,0.089192142,-0.684549691
1564,29163,1,1,0.0,0.0539258,0.0539345,0.0161804
1565,29165,13,11,-15.384615385,0.147360546,0.116048445,-21.248632576
1566,29167,2,1,-50.0,0.064339714,0.032202,-49.950086945
1567,29169,3,4,33.333333333,0.0592534,0.074855902,26.331811263
1568,29171,0,0,0.0,0.0,0.0,0.0
1569,29173,0,0,0.0,0.0,0.0,0.0
1570,29175,4,4,0.0,0.157703832,0.159540523,1.16464582
1571,29177,3,2,-33.333333333,0.127437237,0.087149767,-31.613577934
1572,29179,0,0,0.0,0.0,0.0,0.0
1573,29181,1,0,-100.0,0.0712606,0.0,-100.0
1574,29183,42,41,-2.380952381,0.117679363,0.108038883,-8.192158134
1575,29185,0,0,0.0,0.0,0.0,0.0
1576,29186,0,0,0.0,0.0,0.0,0.0
1577,29187,3,4,33.333333333,0.0462506,0.0606428,31.117849202
1578,29189,146,132,-9.589041096,0.146202051,0.131752832,-9.883048442
1579,29195,3,2,-33.333333333,0.129193403,0.085664111,-33.6931226
1580,29197,0,0,0.0,0.0,0.0,0.0
1581,29199,1,1,0.0,0.206526229,0.205634382,-0.431832202
1582,29201,3,3,0.0,0.076559908,0.077114875,0.724879829
1583,29203,0,0,0.0,0.0,0.0,0.0
1584,29205,1,1,0.0,0.15701052,0.163719712,4.273084479
1585,29207,2,1,-50.0,0.067066832,0.0334818,-50.077008069
1586,29209,2,3,50.0,0.0620848,0.096450617,55.353009259
1587,29211,1,0,-100.0,0.149499178,0.0,-100.0
1588,29213,6,7,16.666666667,0.118124188,0.129079845,9.274694204
1589,29215,1,1,0.0,0.0387747,0.0389985,0.577178067
1590,29217,2,2,0.0,0.094917185,0.09523356,0.333317461
1591,29219,3,2,-33.333333333,0.092821782,0.0601449,-35.203841257
1592,29221,0,2,,0.0,0.079754357,
1593,29223,0,0,0.0,0.0,0.0,0.0
1594,29225,4,4,0.0,0.111120371,0.108436348,-2.415419649
1595,29227,0,0,0.0,0.0,0.0,0.0
1596,29229,2,2,0.0,0.107336446,0.109343393,1.869772019
1597,29510,29,37,27.586206897,0.09095414,0.116565171,28.158180132
1598,30001,1,2,100.0,0.108695652,0.214018192,96.896736223
1599,30003,0,0,0.0,0.0,0.0,0.0
1600,30005,0,0,0.0,0.0,0.0,0.0
1601,30007,0,1,,0.0,0.176460208,
1602,30009,1,1,0.0,0.099671085,0.096163093,-3.519569189
1603,30011,0,0,0.0,0.0,0.0,0.0
1604,30013,8,10,25.0,0.099157164,0.121441757,22.474011464
1605,30015,1,1,0.0,0.17262213,0.169664065,-1.713607058
1606,30017,1,1,0.0,0.085866392,0.082699305,-3.688389018
1607,30019,0,0,0.0,0.0,0.0,0.0
1608,30021,1,1,0.0,0.111012433,0.105064089,-5.358268544
1609,30023,1,1,0.0,0.107991361,0.109289617,1.202185792
1610,30025,0,0,0.0,0.0,0.0,0.0
1611,30027,3,0,-100.0,0.259268862,0.0,-100.0
1612,30029,12,15,25.0,0.13199868,0.158021154,19.714192407
1613,30031,15,16,6.666666667,0.168185946,0.164426358,-2.235376331
1614,30033,0,0,0.0,0.0,0.0,0.0
1615,30035,0,0,0.0,0.0,0.0,0.0
1616,30037,0,0,0.0,0.0,0.0,0.0
1617,30039,0,0,0.0,0.0,0.0,0.0
1618,30041,8,3,-62.5,0.500594456,0.18076645,-63.889642082
1619,30043,0,1,,0.0,0.086520159,
1620,30045,0,0,0.0,0.0,0.0,0.0
1621,30047,3,1,-66.666666667,0.104646296,0.0343654,-67.160383518
1622,30049,14,11,-21.428571429,0.223388808,0.167031098,-25.228528912
1623,30051,1,1,0.0,0.438020149,0.423908436,-3.221704112
1624,30053,1,2,100.0,0.0508725,0.104575163,105.563398693
1625,30055,0,0,0.0,0.0,0.0,0.0
1626,30057,3,2,-33.333333333,0.390930414,0.255754476,-34.578005115
1627,30059,0,0,0.0,0.0,0.0,0.0
1628,30061,0,0,0.0,0.0,0.0,0.0
1629,30063,16,21,31.25,0.147171096,0.186361861,26.629390597
1630,30065,0,0,0.0,0.0,0.0,0.0
1631,30067,1,2,100.0,0.063540475,0.125944584,98.211586902
1632,30069,0,0,0.0,0.0,0.0,0.0
1633,30071,0,0,0.0,0.0,0.0,0.0
1634,30073,0,0,0.0,0.0,0.0,0.0
1635,30075,0,0,0.0,0.0,0.0,0.0
1636,30077,1,1,0.0,0.140984069,0.144738747,2.663192937
1637,30079,0,0,0.0,0.0,0.0,0.0
1638,30081,9,6,-33.333333333,0.225247773,0.146234463,-35.07839792
1639,30083,1,1,0.0,0.103316458,0.086385625,-16.387353144
1640,30085,0,0,0.0,0.0,0.0,0.0
1641,30087,1,0,-100.0,0.109003706,0.0,-100.0
1642,30089,1,0,-100.0,0.087176358,0.0,-100.0
1643,30091,0,1,,0.0,0.270562771,
1644,30093,4,6,50.0,0.117619384,0.173010381,47.093425606
1645,30095,1,0,-100.0,0.110168558,0.0,-100.0
1646,30097,0,1,,0.0,0.272851296,
1647,30099,2,2,0.0,0.330578512,0.329815303,-0.230870712
1648,30101,0,0,0.0,0.0,0.0,0.0
1649,30103,0,0,0.0,0.0,0.0,0.0
1650,30105,0,0,0.0,0.0,0.0,0.0
1651,30107,0,0,0.0,0.0,0.0,0.0
1652,30109,0,0,0.0,0.0,0.0,0.0
1653,30111,26,29,11.538461538,0.177516813,0.186334606,4.967300007
1654,31001,5,6,20.0,0.159846547,0.190736561,19.324792574
1655,31003,0,0,0.0,0.0,0.0,0.0
1656,31005,0,0,0.0,0.0,0.0,0.0
1657,31007,0,0,0.0,0.0,0.0,0.0
1658,31009,0,0,0.0,0.0,0.0,0.0
1659,31011,0,0,0.0,0.0,0.0,0.0
1660,31013,1,1,0.0,0.088129021,0.088183422,0.0617284
1661,31015,0,0,0.0,0.0,0.0,0.0
1662,31017,1,0,-100.0,0.321027287,0.0,-100.0
1663,31019,6,5,-16.666666667,0.130519904,0.103682814,-20.561684362
1664,31021,0,2,,0.0,0.304275065,
1665,31023,2,1,-50.0,0.23846429,0.121226815,-49.163534974
1666,31025,1,1,0.0,0.0398057,0.0391788,-1.574988246
1667,31027,0,1,,0.0,0.116144019,
1668,31029,0,0,0.0,0.0,0.0,0.0
1669,31031,1,1,0.0,0.1759634,0.17355085,-1.371051718
1670,31033,1,0,-100.0,0.099681021,0.0,-100.0
1671,31035,0,0,0.0,0.0,0.0,0.0
1672,31037,0,0,0.0,0.0,0.0,0.0
1673,31039,1,1,0.0,0.109505037,0.110778775,1.163177135
1674,31041,1,0,-100.0,0.090917356,0.0,-100.0
1675,31043,2,2,0.0,0.095584018,0.095923261,0.354916067
1676,31045,1,0,-100.0,0.108483402,0.0,-100.0
1677,31047,4,3,-25.0,0.165207335,0.124501992,-24.638944223
1678,31049,0,0,0.0,0.0,0.0,0.0
1679,31051,0,0,0.0,0.0,0.0,0.0
1680,31053,2,1,-50.0,0.0546388,0.0272153,-50.190507294
1681,31055,78,85,8.974358974,0.152372915,0.156467444,2.687176127
1682,31057,0,0,0.0,0.0,0.0,0.0
1683,31059,0,0,0.0,0.0,0.0,0.0
1684,31061,1,1,0.0,0.313873195,0.325097529,3.576072822
1685,31063,0,0,0.0,0.0,0.0,0.0
1686,31065,0,0,0.0,0.0,0.0,0.0
1687,31067,5,3,-40.0,0.2235736,0.138484974,-38.058440659
1688,31069,0,0,0.0,0.0,0.0,0.0
1689,31071,0,0,0.0,0.0,0.0,0.0
1690,31073,0,0,0.0,0.0,0.0,0.0
1691,31075,0,0,0.0,0.0,0.0,0.0
1692,31077,0,0,0.0,0.0,0.0,0.0
1693,31079,6,7,16.666666667,0.1035286,0.113835946,9.956037642
1694,31081,1,1,0.0,0.109733348,0.109469075,-0.240831965
1695,31083,0,0,0.0,0.0,0.0,0.0
1696,31085,0,0,0.0,0.0,0.0,0.0
1697,31087,0,0,0.0,0.0,0.0,0.0
1698,31089,2,1,-50.0,0.19219681,0.096126117,-49.985581082
1699,31091,0,0,0.0,0.0,0.0,0.0
1700,31093,0,0,0.0,0.0,0.0,0.0
1701,31095,0,0,0.0,0.0,0.0,0.0
1702,31097,0,0,0.0,0.0,0.0,0.0
1703,31099,0,0,0.0,0.0,0.0,0.0
1704,31101,0,0,0.0,0.0,0.0,0.0
1705,31103,0,0,0.0,0.0,0.0,0.0
1706,31105,0,0,0.0,0.0,0.0,0.0
