,county_fips,PCT_reduced_lunch_2009,PCT_reduced_lunch_2014,PCT_reduced_lunch_average,PCT_reduced_lunch_change,PCT_free_lunch_2009,PCT_free_lunch_2014,PCT_free_lunch_average,PCT_free_lunch_change
2844,51049,9.99346832135859,,,,49.44480731548008,,,
2845,51051,9.71628449280995,9.067688378033207,9.392,-0.649,42.55732607850758,48.65900383141762,45.608,6.102
2846,51053,7.441170235319058,7.920792079207921,7.681,0.48,36.9938520245919,44.26192619261926,40.628,7.268
2847,51057,8.985330073349633,,,,48.83863080684597,,,
2848,51059,5.5114132727953455,6.199801958411266,5.856,0.688,18.626128401547522,21.378589503795798,20.002,2.752
2849,51061,5.182895414734673,5.134932533733134,5.159,-0.048,18.16589386913962,19.38718140929535,18.777,1.221
2850,51063,10.935023771790808,12.205801860974274,11.57,1.271,31.95985208663497,36.507936507936506,34.234,4.548
2851,51065,5.83729529846804,,,,19.41362916006339,,,
2852,51067,9.317428760768722,6.100654118275264,7.709,-3.217,39.33730947647449,40.52863436123348,39.933,1.191
2853,51069,6.262365591397849,6.357388316151202,6.31,0.095,21.50537634408602,26.701030927835053,24.103,5.196
2854,51071,9.921875,8.254230293025175,9.088,-1.668,33.515625,36.937680561287664,35.227,3.422
2855,51073,7.261649925901531,7.722915536263339,7.492,0.461,24.007903836654044,28.594682582745524,26.301,4.587
2856,51075,3.4257748776508974,5.373256767842493,4.4,1.947,20.595432300163132,22.10828547990156,21.352,1.513
2857,51077,13.961693548387096,10.344827586206897,12.153,-3.617,47.17741935483871,52.79819106840022,49.988,5.621
2858,51079,7.491166077738516,,,,25.97173144876325,,,
2859,51081,9.273979862215157,1.7014270032930843,5.488,-7.573,63.11605723370429,80.90010976948409,72.008,17.784
2860,51083,10.40173362227038,8.524886877828054,9.463,-1.877,50.05834305717619,52.36199095022624,51.21,2.304
2861,51085,,2.821351366332243,,,,10.598082146222493,,
2862,51087,6.156986306799041,5.738983116108042,5.948,-0.418,27.669777857043776,35.34451225381668,31.507,7.675
2863,51089,8.157019294743845,8.239095315024231,8.198,0.082,50.68529607451763,57.48519116855143,54.085,6.8
2864,51091,13.513513513513514,9.0,11.257,-4.514,46.33204633204633,54.50000000000001,50.416,8.168
2865,51093,5.767492316036884,7.026348808030113,6.397,1.259,28.13234496474417,30.381788851048576,29.257,2.249
2866,51095,5.145390802227263,5.953815261044177,5.55,0.808,20.530006186842648,24.00602409638554,22.268,3.476
2867,51097,10.492227979274611,8.529741863075197,9.511,-1.962,56.0880829015544,53.647586980920316,54.868,-2.44
2868,51099,4.341498908561727,4.630474452554745,4.486,0.289,22.62915352898375,30.565693430656932,26.597,7.937
2869,51101,7.036669970267592,5.9920106524633825,6.514,-1.045,23.521638586058806,27.363515312916114,25.443,3.842
2870,51103,6.056236481614996,8.032786885245901,7.045,1.977,53.71304974765682,66.88524590163935,60.299,13.172
2871,51105,9.449465899753493,7.865853658536586,8.658,-1.584,49.274171459874005,52.65243902439024,50.963,3.378
2872,51107,3.8031431761745247,3.9595194638916884,3.881,0.156,10.742796193523658,12.803399711242475,11.773,2.061
2873,51109,9.31861600509446,8.484723369116432,8.902,-0.834,32.795584801528335,37.94384805945499,35.37,5.148
2874,51111,8.495145631067961,9.353421217827998,8.924,0.858,56.25,57.8782172002511,57.064,1.628
2875,51113,5.614973262032086,7.613941018766757,6.614,1.999,23.52941176470588,32.8686327077748,28.199,9.339
2876,51115,6.214689265536723,4.298245614035088,5.256,-1.916,25.746569814366428,36.140350877192986,30.943,10.394
2877,51117,10.35054967848994,8.616928446771379,9.484,-1.734,48.599875544492846,52.33420593368238,50.467,3.734
2878,51119,7.791164658634537,4.265402843601896,6.028,-3.526,36.22489959839357,44.54976303317535,40.387,8.325
2879,51121,7.023713826366559,6.831542671802149,6.928,-0.192,28.79823151125402,30.863571862963713,29.831,2.065
2880,51125,9.665991902834008,7.2943610967408175,8.48,-2.372,37.39878542510122,45.57682359027419,41.488,8.178
2881,51127,3.8192011212333563,,,,14.576033637000702,,,
2882,51131,7.003891050583658,,,,67.59310728182324,,,
2883,51133,9.191430545957152,,,,40.843123704215614,,,
2884,51135,8.072696534234995,8.02415875754961,8.048,-0.049,48.85883347421809,53.92579810181191,51.392,5.067
2885,51137,7.287526026878667,7.410953657602451,7.349,0.123,25.459019496498204,34.23975488318652,29.849,8.781
2886,51139,9.263331500824629,9.526525955504848,9.395,0.263,40.956569543705335,41.243582430119794,41.1,0.287
2887,51141,9.852598913886734,7.29776247848537,8.575,-2.555,44.22032583397983,40.0,42.11,-4.22
